Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Total
3150900,2009,Amazing Spider-Man,3.99,Marvel,530500.0,2116695.0
3150901,2009,Captain America Reborn,3.99,Marvel,199900.0,797601.0
3150902,2009,Captain America,4.99,Marvel,136800.0,682632.0
3150903,2009,Dark Avengers,3.99,Marvel,136500.0,544635.0
3150904,2009,Captain America Reborn,3.99,Marvel,128000.0,510720.0
3150905,2009,Amazing Spider-Man,4.99,Marvel,125800.0,627742.0
3150906,2009,New Avengers,4.99,Marvel,110100.0,549399.0
3150907,2009,Captain America Reborn,3.99,Marvel,109500.0,436905.0
3150908,2009,Dark Avengers,3.99,Marvel,105300.0,420147.0
3150909,2009,Dark Avengers,3.99,Marvel,103700.0,413763.0
31509010,2009,Dark Avengers Uncanny X-Men Utopia,3.99,Marvel,103500.0,412965.0
31509011,2009,Dark Avengers,3.99,Marvel,102200.0,407778.0
31509012,2009,Ultimate Comics Avengers,3.99,Marvel,101500.0,404985.0
31509013,2009,Thor,4.99,Marvel,100300.0,500497.0
31509014,2009,Wolverine Weapon X,3.99,Marvel,99600.0,397404.0
31509015,2009,Dark Avengers,3.99,Marvel,97300.0,388227.0
31509016,2009,Captain America Reborn,3.99,Marvel,96900.0,386631.0
31509017,2009,Dark Avengers,3.99,Marvel,96400.0,384636.0
31509018,2009,Incredible Hulk,4.99,Marvel,95900.0,478541.0
31509019,2009,New Avengers,3.99,Marvel,95800.0,382242.0
31509020,2009,Dark Avengers,3.99,Marvel,95600.0,381444.0
31509021,2009,Wolverine Giant-Size Old Man Logan,4.99,Marvel,95600.0,477044.0
31509022,2009,New Avengers,3.99,Marvel,95400.0,380646.0
31509023,2009,Dark Avengers,3.99,Marvel,94900.0,378651.0
31509024,2009,New Avengers,3.99,Marvel,94300.0,376257.0
31509025,2009,Ultimate Comics Spider-Man,3.99,Marvel,94100.0,375459.0
31509026,2009,New Avengers,3.99,Marvel,93900.0,374661.0
31509027,2009,Uncanny X-Men,3.99,Marvel,93500.0,373065.0
31509028,2009,Wolverine,2.99,Marvel,93400.0,279266.0
